id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8207551,Room in Sant Antoni huge terrasse,7783989,Christophe,Ciutat Vella,el Raval,41.3808442104594,2.1638396776108855,Private room,39,1,2,2015-09-27,0.11,2,0
14958299,"Next To Las Ramblas, Unique, Wif1",48792562,Kristina,Ciutat Vella,el Raval,41.379712139441814,2.1644658002943986,Entire home/apt,60,1,15,2017-02-09,2.26,1,99
7766152,Sunny whole flat in Raval/Ramblas,40843803,Maria,Ciutat Vella,el Raval,41.3809633214534,2.165327414236724,Entire home/apt,55,2,8,2015-11-16,0.40,1,151
9237132,Apartment in the heart of Barcelona,47842001,Vik,Ciutat Vella,el Raval,41.37778018096422,2.1655508582606626,Entire home/apt,99,2,55,2017-03-19,3.17,1,303
1406827,Centric Bohemian next Ramblas&Macba,7573380,Croki,Ciutat Vella,el Raval,41.38083805260286,2.1645749503249645,Entire home/apt,45,2,226,2017-03-28,5.06,1,26
16478595,Habitacion Single Exterior,1782585,Bruno,Ciutat Vella,el Raval,41.38384016737516,2.1680820019417197,Private room,25,1,3,2017-03-10,0.94,2,354
12544567,Beautiful Apartment in City D,36978155,Exella,Ciutat Vella,el Raval,41.378595155247325,2.1652127568867914,Entire home/apt,79,3,32,2017-03-27,2.79,4,312
9617892,single room,771458,Rita,Ciutat Vella,el Raval,41.384124859509654,2.1696324187970673,Private room,21,3,2,2017-01-04,0.58,9,151
16119513,BOQUERIA!!!RAMBLA!!!DOUBLE ROOM FOR RENT,104665401,Angelo,Ciutat Vella,el Raval,41.38138352035968,2.1700231933258354,Private room,40,1,17,2017-04-06,3.86,2,182
7487055,Apartamento para famillas Barcelona,2037915,Virginie,Ciutat Vella,el Raval,41.377832077541385,2.1648009945320275,Entire home/apt,98,4,5,2016-08-20,0.25,2,0
11297010,Beautiful apt double terrace center,59035387,Alexandra,Ciutat Vella,el Raval,41.37921052520003,2.16421291926071,Entire home/apt,60,4,23,2017-03-03,1.79,1,253
14598540,Modern Loft DBL Room w/ Balcony,39741535,Stuart,Ciutat Vella,el Raval,41.378675185948424,2.1669338730229013,Private room,42,1,0,,,1,88
13924282,Lovely LOFT in el Raval (city centre),16987668,Gery,Ciutat Vella,el Raval,41.377542002584065,2.164761939052871,Entire home/apt,70,3,21,2017-03-12,2.34,2,28
7651042,Pop Apartment next to LA RAMBLA,39452746,Pop,Ciutat Vella,el Raval,41.37760436606728,2.167288942143302,Entire home/apt,65,1,37,2017-03-12,1.83,1,100
9116045,大きく綺麗な快適ハウス。Big comfortable house,47499138,Hiroko,Ciutat Vella,el Raval,41.37832311427674,2.166533090481325,Private room,36,2,69,2017-04-02,4.09,5,39
14930754,Habitación en el centro de Barcelona,93885912,Laura,Ciutat Vella,el Raval,41.38148640219714,2.1718830827222297,Private room,55,2,1,2016-09-14,0.14,1,0
9360793,Centrical  room OldCity Breakfast,48575675,Eugenio,Ciutat Vella,el Raval,41.379222520847,2.164494236842498,Private room,27,2,50,2017-04-02,3.03,2,52
11396152,"Flat in Raval, 3mn from Metro L3",5014487,Thibaut,Ciutat Vella,el Raval,41.378102342380245,2.166495246811659,Entire home/apt,525,1,0,,,1,0
16890150,Habitación doble en el Raval,47491355,Mechi,Ciutat Vella,el Raval,41.38176032551199,2.169608416782448,Private room,45,2,6,2017-03-26,2.86,1,86
12752928,Cosy central flat w/ terrasse,21451905,Margaux,Ciutat Vella,el Raval,41.38060007472559,2.1661439536552347,Entire home/apt,90,2,6,2016-09-18,0.54,1,1
13823710,Ocio y cultura,79205431,Israel,Ciutat Vella,el Raval,41.38048480236209,2.163641794330918,Private room,30,3,29,2017-04-04,3.20,1,16
13308711,Sunny room in Raval Center,62621820,David,Ciutat Vella,el Raval,41.38017784536376,2.167823732077494,Private room,55,1,40,2017-03-29,3.93,1,66
6230160,Central double room Sunny Terrace,32322693,Niam,Ciutat Vella,el Raval,41.37975541288914,2.1655541257551367,Private room,65,3,37,2017-01-06,1.77,1,29
5303197,HABITACION BALCON y CAMA DOBLE,16987393,Simone,Ciutat Vella,el Raval,41.38357138822412,2.169724365950019,Private room,45,1,42,2017-03-20,1.87,5,347
957360,CHIC BEAUTIFUL SUITE in arty centric flat,3147574,Lili,Ciutat Vella,el Raval,41.38371642239321,2.168691950008185,Private room,60,2,114,2017-03-05,2.44,2,291
9095219,COZY CENTRIC 2BD WITH LOVE,47420556,B-Mut,Ciutat Vella,el Raval,41.3784377789124,2.164473820237333,Entire home/apt,47,3,25,2017-04-02,1.46,2,309
15093459,BHNflats4u 103,94665134,Bhn,Ciutat Vella,el Raval,41.3773861334088,2.1659567148449717,Entire home/apt,75,3,0,,,2,294
11383842,Cool Flat in Barcelona Center!,59572504,Carlos,Ciutat Vella,el Raval,41.380420685124484,2.1677022534970996,Entire home/apt,120,2,31,2017-03-15,2.29,1,109
17332258,Hermoso apartamento en Sant Antoni,5443088,Ruben,Ciutat Vella,el Raval,41.38033857619212,2.164926974104508,Entire home/apt,165,3,0,,,5,79
6653123,Charming and enchanting penthouse,4789221,Ravi,Ciutat Vella,el Raval,41.38033751034112,2.1667175980330304,Entire home/apt,125,3,23,2017-03-13,1.12,1,137
753998,Barcelona Central  Flat,3625681,Irene,Ciutat Vella,el Raval,41.380088573432225,2.1676727520381553,Entire home/apt,19,2,12,2017-03-17,0.33,1,7
3245206,Side street from Las Ramblas ,16416605,Karl,Ciutat Vella,el Raval,41.38345873831237,2.168846467991352,Private room,30,1,63,2017-03-25,1.88,1,339
1821350,"Quiet double, stylish central flat",2469261,Marie,Ciutat Vella,el Raval,41.378116301760485,2.1662872248321317,Private room,25,2,67,2017-03-26,1.95,1,295
3129932,Barcelona old town single room,15894834,Martyna,Ciutat Vella,el Raval,41.37880230420831,2.165752703493505,Private room,40,1,1,2014-06-15,0.03,1,0
1822149,Nice & Quite room Raval Boquería center,9539548,Sonia,Ciutat Vella,el Raval,41.38189293967732,2.172397386530445,Private room,36,2,50,2016-12-12,2.04,3,37
9940742,Central doble room private terrace,27769068,Ismene,Ciutat Vella,el Raval,41.38245769015482,2.168570568019896,Private room,49,3,22,2016-09-01,1.43,2,215
9818619,Rooftop In the Heart of Barcelona !!,43164938,Maher,Ciutat Vella,el Raval,41.38322104186841,2.1711026090595293,Private room,61,2,11,2016-09-03,0.71,1,6
14894775,Huge & Bright bedroom in our Home (Pl. Catalunya),9754662,Kev,Ciutat Vella,el Raval,41.38387175879844,2.169635121303107,Private room,60,1,16,2017-03-31,2.32,1,132
7913468,"RAMBLAS BOQUERIA, WALK EVERYWHERE!!",41726982,Mateo  Zully,Ciutat Vella,el Raval,41.379322158543836,2.1676946026782593,Entire home/apt,69,2,95,2017-04-04,4.90,1,252
12997350,Double Room El Raval - MACBA,48231315,Janis,Ciutat Vella,el Raval,41.38194452149194,2.1680907830815452,Private room,50,2,18,2017-03-04,1.71,1,325
17690086,Lovely Room Barcelona Ramblas.,42686705,Carlos,Ciutat Vella,el Raval,41.38215201906436,2.1703900415960047,Private room,40,2,1,2017-03-19,1,5,171
2994214,"Cosy, bright and central apartment!",12382,Massimo,Ciutat Vella,el Raval,41.37770496585671,2.1659518248315335,Entire home/apt,76,1,62,2017-03-18,1.85,1,249
2322338,Bohemian Loft appartment,11392371,Dina,Ciutat Vella,el Raval,41.37867696323817,2.167731049307121,Entire home/apt,75,1,2,2015-07-16,0.08,3,2
14070565,Large and bright private double room+living room,1860956,Patricia,Ciutat Vella,el Raval,41.379654503707684,2.1635451081709265,Private room,70,2,1,2016-08-09,0.12,1,0
3919880,B&B mirador de Sant Pau,15705357,Alexia,Ciutat Vella,el Raval,41.37658686174332,2.1665969327575096,Private room,44,1,103,2017-04-03,3.26,6,295
17935219,Piso con terraza muy centrico ( rambla) :-),43441679,Morgane,Ciutat Vella,el Raval,41.37869602288102,2.166632194434921,Private room,44,1,0,,,1,4
16945577,Charming bedroom  in historical location of Raval,113277795,Jose,Ciutat Vella,el Raval,41.38038771799963,2.165232558035311,Private room,20,2,11,2017-04-07,5.41,2,328
9650911,PANORAMIC SUNSET SUITE - Private Entrance + Patio!,49892956,Marcos,Ciutat Vella,el Raval,41.37683711418337,2.166780226427735,Private room,65,3,13,2017-03-24,3.86,1,291
9377091,Beautiful and Quiet Apartment in the Centre,27775546,Tessa,Ciutat Vella,el Raval,41.38026888947211,2.166603503221035,Entire home/apt,80,2,10,2016-07-17,0.60,1,3
17360034,Apartment near las Ramblas,15297749,Amandine,Ciutat Vella,el Raval,41.38522627426502,2.168375849460317,Entire home/apt,70,2,4,2017-03-30,2.50,1,9
6414096,Ático luminoso en Barcelona centro,12565470,Pablo,Ciutat Vella,el Raval,41.38018571352598,2.1660989337947183,Entire home/apt,110,2,0,,,1,185
6791940,Lovely & Centric Double Bedroom,10732940,Chiki,Ciutat Vella,el Raval,41.379736037643376,2.1645471331932535,Private room,30,2,86,2017-04-05,3.94,2,55
953750,Nice room city center Ramblas,5178840,Marc,Ciutat Vella,el Raval,41.38333620958336,2.168767982712465,Private room,30,3,150,2017-03-27,3.12,1,112
3431537,Double room with air conditioning,16773140,Alexis,Ciutat Vella,el Raval,41.37850722360259,2.1655342271480715,Private room,37,2,111,2017-03-28,4.03,2,305
1179116,"Basic, All you need, Centric Apartm",197737,Ushma,Ciutat Vella,el Raval,41.38088696189554,2.1675001503254268,Private room,73,5,22,2017-03-17,0.49,2,14
17414533,Vistalegre House,117767417,Adri,Ciutat Vella,el Raval,41.379224729433155,2.1666105732048795,Private room,100,1,0,,,2,351
1132343,Relax in El Raval-Double w. Balcony,4042185,Isabel Y Erwin,Ciutat Vella,el Raval,41.37749952674831,2.1678736785869606,Private room,53,3,64,2016-09-28,1.34,2,301
560160,Quiet stylish downtown room,2753906,Barbara And Peter,Ciutat Vella,el Raval,41.38002714638008,2.165954073420227,Private room,40,2,31,2016-10-05,1.37,1,281
12637003,Central Cosy loft,22682463,Pierre,Ciutat Vella,el Raval,41.38070250331115,2.1656521274109073,Entire home/apt,30,4,34,2017-03-25,3.02,3,133
13726402,Sunny place with Terrace in Raval,6237642,Sandra,Ciutat Vella,el Raval,41.377493997322894,2.1655926212745276,Private room,50,2,1,2016-07-18,0.11,1,1
7728802,Cosy apartment in Sant Antoni,6053473,Romain,Ciutat Vella,el Raval,41.37796583439923,2.1654897884787725,Entire home/apt,89,3,1,2015-08-22,0.05,1,0
15091556,BHNflats4u 102,94665134,Bhn,Ciutat Vella,el Raval,41.37824254987259,2.165036161147247,Entire home/apt,75,3,1,2017-02-20,0.63,2,277
4444415,Stunning New Flat Barcelona Center!,19285954,Alberto,Ciutat Vella,el Raval,41.385247264562835,2.1694390934251238,Entire home/apt,150,2,110,2017-03-23,3.83,3,231
17169731,Quiet double room Barcelona downtown,115476933,Tomas,Ciutat Vella,el Raval,41.37961992757617,2.1644291981022485,Private room,23,2,3,2017-04-04,2.37,1,2
16764664,"Apartment next to ""RAMBLAS""",24112000,Chic & Cheap,Ciutat Vella,el Raval,41.379034437108814,2.167116166018044,Entire home/apt,75,1,7,2017-03-17,3.09,5,100
14226740,Small cozy room in center,10783459,Lizardo,Ciutat Vella,el Raval,41.37593360849234,2.1675299169145252,Private room,39,3,23,2017-04-04,2.90,1,38
6567923,AMAZING & CHEAP!,34345375,Alex,Ciutat Vella,el Raval,41.37888226897221,2.1652267389003823,Private room,50,1,1,2016-07-16,0.11,1,0
17221273,Centric and perfect apartment up to 5 pax,92408306,Isa,Ciutat Vella,el Raval,41.37838405863966,2.1656791218254643,Entire home/apt,170,2,1,2017-02-26,0.71,1,343
8298487,Apartment in Barcelona center,39231215,Marcelo,Ciutat Vella,el Raval,41.37946447129715,2.164709851993678,Entire home/apt,20,1,74,2017-03-20,4.15,4,296
16956283,Cosy flat in the city centre,7032148,Lori,Ciutat Vella,el Raval,41.37960950972912,2.1647958185241327,Entire home/apt,100,3,1,2017-03-03,0.81,2,127
10009118,"Twins, Brilliant and Central",24222016,My Friends House,Ciutat Vella,el Raval,41.38172988218251,2.1707207136623206,Private room,82,1,38,2017-03-20,2.47,5,338
3366760,HABITACION con CAMADOBLE y BALCON,16987393,Simone,Ciutat Vella,el Raval,41.382871526539,2.1703482071426468,Private room,45,1,111,2017-03-19,4.40,5,324
4159436,"Design, authentic 5 min from rambla",21585542,Eddie & Diego,Ciutat Vella,el Raval,41.37707555798799,2.166658572139207,Private room,58,3,112,2017-03-27,3.81,1,11
5999753,Luxurious flat in barcelona center,31147073,Nuno,Ciutat Vella,el Raval,41.377903736886644,2.1671759179736356,Private room,35,2,29,2016-04-18,1.24,1,216
4712927,Room in the center of BCN,879974,Nik&Kat,Ciutat Vella,el Raval,41.37957338526535,2.167119902927045,Private room,37,3,3,2016-10-31,0.15,5,362
13016044,Double room with balcony BCN center,8021208,Picks,Ciutat Vella,el Raval,41.37948717537768,2.167570013253254,Private room,135,3,0,,,1,364
7846300, Habitación para 2 o 3 personas en el centro ,30337227,Caterina,Ciutat Vella,el Raval,41.37935788024265,2.1657344159066043,Private room,40,3,12,2017-03-26,0.60,11,351
748693,Two beds- Ramblas- Charming,3102808,Carlos Y Reyes,Ciutat Vella,el Raval,41.381026556960215,2.1658222472115902,Private room,39,3,101,2017-03-12,2.04,2,352
7494238,Dbl bedroom with private bathroom,34170913,Samuel,Ciutat Vella,el Raval,41.38030218025146,2.163721262588398,Private room,45,3,45,2017-01-07,2.23,1,326
5035420,Double room in the center of BCN,25993628,Minia,Ciutat Vella,el Raval,41.38082386167374,2.164370067010256,Private room,45,1,0,,,2,0
17874878,CITY CENTER. RAVAL Cozy room with private bathroom,40560470,Ferran,Ciutat Vella,el Raval,41.38016804842321,2.1667952598125737,Private room,65,2,0,,,1,270
17350868,Chambre calme proche Ramblas,7984818,Augustin,Ciutat Vella,el Raval,41.38022860610106,2.167330116911211,Private room,100,1,1,2017-03-02,0.79,1,0
15155318,Beautiful apartment in Raval,51717454,Manolo,Ciutat Vella,el Raval,41.38090947691726,2.165831800559005,Entire home/apt,113,4,1,2017-01-02,0.31,2,153
17152640,Modern apartment by La Rambla,2850675,Brenda,Ciutat Vella,el Raval,41.38059334251938,2.1660323077459704,Entire home/apt,60,2,11,2017-03-31,5.89,1,270
6470751,"OtRambla 25, 2-3. Central. Only 7 min from Ramblas",4950474,Maria,Ciutat Vella,el Raval,41.377701738674105,2.1678849484146814,Entire home/apt,125,6,3,2016-10-25,0.31,4,246
5568525,HABITACION CAMADOBLE ,16987393,Simone,Ciutat Vella,el Raval,41.382012863834035,2.1691711790570136,Private room,30,1,96,2017-03-19,4.09,5,250
1294989,GORGEOUS DESIGN FLAT HEART BCN 1B,1853675,Richard,Ciutat Vella,el Raval,41.379738125374494,2.16647863845403,Entire home/apt,69,1,251,2017-03-23,5.46,13,163
14172087,Big Room with Ensuite Shower and Private Bathroom,3485839,Dave,Ciutat Vella,el Raval,41.3812704035911,2.169522163170319,Private room,50,4,10,2016-10-23,1.20,3,35
10427000,Barcelona Center. 2 bedrooms.,6947696,Queralt,Ciutat Vella,el Raval,41.38510565637996,2.1682665158170873,Entire home/apt,70,4,37,2017-03-31,2.70,1,262
6269523,Mirror's room on Plaza Catalunya,31799569,Dimitar,Ciutat Vella,el Raval,41.38507584804281,2.168052849640808,Private room,43,3,23,2016-09-13,1.03,5,0
10456243,AHLflats C1,29437754,Ahl,Ciutat Vella,el Raval,41.37902145872156,2.166397112953489,Entire home/apt,75,3,38,2017-03-26,2.71,4,299
9913061,Cozy single room - El Raval,48191321,Celeste,Ciutat Vella,el Raval,41.38091721272279,2.1647716378146447,Private room,17,1,1,2016-02-05,0.07,1,0
9227686,Room in center of BCN. El Raval,34087272,Rama,Ciutat Vella,el Raval,41.37988717757053,2.163634978015549,Private room,20,1,38,2017-03-21,2.38,5,329
17689857,PRIVATE ROOM IN THE CENTER OF BARCELONA,11789861,Angelo,Ciutat Vella,el Raval,41.38547855469671,2.1683659706328178,Private room,40,3,0,,,2,1
17491770,Habitación raval,68905310,Andres Eduardo,Ciutat Vella,el Raval,41.3786193515511,2.165919643620827,Private room,10,11,0,,,1,196
16972580,Charming and cozy double bedroom in Raval,113277795,Jose,Ciutat Vella,el Raval,41.37986896399815,2.1658818923991596,Private room,30,2,8,2017-04-02,3.81,2,333
13359409,Raval's Virreina,2481770,Beatriz,Ciutat Vella,el Raval,41.3822198768391,2.1716500980220794,Private room,55,3,26,2017-03-19,2.80,1,104
6290341,GORGEOUS DESIGN GROUND FLOOR,1853675,Richard,Ciutat Vella,el Raval,41.37961797606787,2.1658124402265333,Entire home/apt,69,1,62,2017-03-19,2.66,13,112
16038366,"Small, cheap & centric room in very nice house",41767442,Maurizio,Ciutat Vella,el Raval,41.38048318959563,2.1676003161571344,Private room,40,3,3,2017-04-03,0.98,4,197
17885659,"RAVAL 1-BEDROOM FLAT, NEXT RAMBLAS, BEST LOCATION",122330192,Adrián,Ciutat Vella,el Raval,41.37821039346016,2.1676882500832115,Entire home/apt,59,1,0,,,3,282
16633000,Centrica habitación con balcon y W.C privado,109869509,Edw,Ciutat Vella,el Raval,41.38063341530064,2.167465928279107,Private room,45,2,0,,,1,0
17227917,Entire flat in the heart of barcelona,18182380,Imran,Ciutat Vella,el Raval,41.37821189508691,2.166795714425104,Entire home/apt,100,1,1,2017-03-01,0.77,1,97
512666,"Old town 4, 6 minutes from Ramblas,",488117,David,Ciutat Vella,el Raval,41.379198935474825,2.167487626226187,Entire home/apt,180,6,27,2017-03-15,0.55,4,295
8369307,RAMBLAS PLAZA lovely room,44104547,Felix,Ciutat Vella,el Raval,41.384331188286396,2.169945834951498,Private room,80,2,77,2017-03-24,4.07,2,132
10047988,"Mini.dúplex, corazón del Raval",5130074,Nur,Ciutat Vella,el Raval,41.379881435250084,2.167587772891592,Private room,47,2,12,2017-03-02,0.89,1,331
14329127,Cozy Room in center of Barcelona,48678603,Orlando,Ciutat Vella,el Raval,41.37935207745565,2.164182637361041,Private room,24,2,44,2017-03-25,5.50,3,0
16039572,Room with private bath in Barcelona center,41767442,Maurizio,Ciutat Vella,el Raval,41.379743527511486,2.1672100288391514,Private room,50,3,2,2017-02-27,0.59,4,53
17924282,♥MODERN 'ZEN' COMFORT IN THE HEART OF THE RAVAL ♥,5543127,Victoria & Agustin,Ciutat Vella,el Raval,41.37956893125661,2.1672548804745566,Entire home/apt,95,2,2,2017-04-07,2,12,61
11629529,Cute attic in the city centre.,61619668,Pablo,Ciutat Vella,el Raval,41.37839492550796,2.1643348628845187,Entire home/apt,79,6,16,2017-03-27,1.29,1,304
7619558,Refurbished apartment in high Raval,39961902,Carla & Pau,Ciutat Vella,el Raval,41.38298429282057,2.1679211074680538,Private room,42,1,73,2017-03-21,3.59,1,143
15633021,CONFORTABLE APARTAMENTO CENTRICO,66882301,Felipe,Ciutat Vella,el Raval,41.379490957605285,2.1663702330307357,Entire home/apt,43,2,14,2017-03-29,2.75,3,0
16435102,"Estamos cerca de todo, en Ciutat Vella centro",78586651,Eva,Ciutat Vella,el Raval,41.376694503357825,2.172096733394523,Private room,14,1,30,2017-04-06,8.82,2,18
763465,Very Nice Room to rent in Raval ,4024608,Ignacio,Ciutat Vella,el Raval,41.379003768731124,2.1656180719537166,Private room,30,1,0,,,1,0
9941244,El Oasis del Raval,51091161,Sergio,Ciutat Vella,el Raval,41.380455415690236,2.1653234361098534,Entire home/apt,60,3,52,2017-03-20,3.29,1,283
17175521,Old Town Duplex Loft off Las Ramblas,2639182,Marius,Ciutat Vella,el Raval,41.379253857378714,2.167744468390984,Private room,59,1,4,2017-03-29,4,1,26
7567523,SUNNY BEDROOM IN LOVELY FLAT!!,39222012,Claudio,Ciutat Vella,el Raval,41.380715953326046,2.1644754616974846,Private room,45,3,16,2016-11-01,0.80,4,361
1335093, Disfrute de un viaje en la habitación dulce 1 ,7199088,Kuldeep,Ciutat Vella,el Raval,41.37580805047438,2.1724221452471673,Private room,25,1,142,2017-03-20,3.25,3,281
16163077,Single Room in the Raval,87771226,Maxi,Ciutat Vella,el Raval,41.38034035093769,2.1676157949624897,Private room,20,2,0,,,1,339
15854784,Beautiful Room Ramblas + Terrace,11385843,Sebastien,Ciutat Vella,el Raval,41.382473840931304,2.168112105909216,Private room,60,3,0,,,2,88
5699212,The Loft,15563421,Kat&,Ciutat Vella,el Raval,41.381200956789634,2.169346323108407,Private room,80,2,5,2016-10-10,0.21,2,85
12695395,Nice room in Barcelona centre,55394382,Loren,Ciutat Vella,el Raval,41.37986858292281,2.1644621367045755,Private room,60,1,0,,,1,0
1892540,ROOM IN THE HEART OF BCN - ONLY JULY/AUGUST,9385317,Andrea,Ciutat Vella,el Raval,41.38252164470179,2.168883771142261,Private room,39,1,7,2016-09-16,0.76,1,208
16211075,Hab. en apartamento acogedor ramblas de Barcelona,105816233,Pat,Ciutat Vella,el Raval,41.380428302128735,2.1692695234779076,Private room,46,2,3,2017-03-13,0.92,1,28
13669275,Habitación centro de Barcelona,31635864,Marián,Ciutat Vella,el Raval,41.38371153686181,2.1668485235273702,Private room,40,2,2,2016-08-11,0.22,1,0
14863255,Cozy flat in the center,9078005,Tanya,Ciutat Vella,el Raval,41.38412574266635,2.164654801417048,Entire home/apt,80,3,1,2016-10-31,0.19,8,122
2741241,Beautiful apartment off las Ramblas,6992168,Simona,Ciutat Vella,el Raval,41.37725537310007,2.1727247706897654,Entire home/apt,156,4,16,2016-10-12,0.47,2,274
7047052,Hip En Suite Room in Raval,36948378,Freddie,Ciutat Vella,el Raval,41.38250806496669,2.1654196632371545,Private room,80,2,96,2017-03-22,4.47,2,34
13611788,"A place near to the RAmbla ,but in a quite street",21686629,Anja,Ciutat Vella,el Raval,41.37749438837578,2.172310935990129,Private room,100,1,3,2016-06-23,0.31,1,89
3845305,LOVELY ROOM IN LICEU,19821352,Guillem,Ciutat Vella,el Raval,41.3790885238818,2.173287122755557,Private room,65,1,0,,,1,0
14741265,PERFECT BEDROOM<<>>CITY CENTER,91059008,Dasha,Ciutat Vella,el Raval,41.3798104550484,2.1691437223227483,Private room,30,2,1,2017-04-05,1,1,55
11898360,1 Fabulous studio centre months,508621,Empara,Ciutat Vella,el Raval,41.37737772336299,2.169860308399165,Entire home/apt,65,1,23,2017-03-26,2.06,3,242
11312258,ESTUDIO RAMBLAS A,55366754,ApartRamblas108,Ciutat Vella,el Raval,41.38208379449846,2.171824061369549,Entire home/apt,125,2,7,2017-04-07,1.06,8,258
7993449,Private room with bathroom and key!,20390075,Marisa,Ciutat Vella,el Raval,41.37811400367996,2.175355385597067,Private room,64,1,61,2017-03-03,3.15,7,315
5791212,"Sunny, Cozy character Apt",2756480,Jonny,Ciutat Vella,el Raval,41.3833686171678,2.1689573401347118,Entire home/apt,60,2,97,2017-03-23,3.95,1,44
5908996,Private room in the heart of Bcn,4167006,Rosy,Ciutat Vella,el Raval,41.38179632247097,2.1668096412723754,Private room,30,3,35,2016-11-01,1.45,1,268
14603323,TROPICAL ROOM FOR 3 PERSON,38141742,Maykol,Ciutat Vella,el Raval,41.38146515712624,2.166622513512948,Private room,30,1,35,2017-03-23,4.55,5,183
259852,Center - Double w A/C - FreeWiFi,1363244,David,Ciutat Vella,el Raval,41.3813166774299,2.163779457481776,Private room,45,3,52,2016-07-27,0.80,4,24
12620995,Nice double room in the city center,49704172,Mae,Ciutat Vella,el Raval,41.37833171135373,2.170887428196592,Private room,25,8,52,2017-03-26,4.62,3,8
13820434,LAS RAMBLAS! Fantastic double room B&B,81143689,Maria Dolores,Ciutat Vella,el Raval,41.38026563713864,2.172197086604052,Private room,35,3,16,2016-11-20,1.98,3,22
1011781,Double Cozy Room / City Center!,748500,Maria & Justin,Ciutat Vella,el Raval,41.37818609148229,2.168899991112968,Private room,36,1,169,2017-01-30,3.45,2,199
17293416,BRAND NEW LOFT IN THE CENTER.,11987687,Guille,Ciutat Vella,el Raval,41.378223767894774,2.169116218900058,Entire home/apt,250,1,0,,,2,198
17569232,Double room with Balcony next to Ramblas & Beach,119290853,Iris & Carlos,Ciutat Vella,el Raval,41.377545690608265,2.1730131171805285,Private room,38,2,0,,,1,2
10005276,*BRAND NEW FLAT RAMBLA RAVAL 2/4PAX,17920207,Clelia & Pablo,Ciutat Vella,el Raval,41.379583749644304,2.169573797528691,Entire home/apt,80,3,48,2017-03-13,3.24,1,62
14180555,Modern apartment + Ramblas view! King size bed!,7561555,Daniel,Ciutat Vella,el Raval,41.37712028459633,2.1751824436460456,Entire home/apt,189,1,3,2016-11-03,0.38,2,357
17398150,Vigas Loft,117343073,Andres,Ciutat Vella,el Raval,41.37936182054322,2.1683817598202633,Entire home/apt,150,1,0,,,1,11
16312867,Cozy apartment. Mediterranean style.,2042948,Xabi & Lucia,Ciutat Vella,el Raval,41.37964638141552,2.1714902987317912,Entire home/apt,65,3,2,2017-01-29,0.65,2,12
18110035,Magnificent Apartment in Barcelona,8784853,Maria,Ciutat Vella,el Raval,41.38021480215227,2.172598901273075,Entire home/apt,197,1,0,,,1,365
16754108,Central 3 Beds Room& Free Breakfast,54082387,Ferran,Ciutat Vella,el Raval,41.37582519692778,2.169013297946551,Private room,15,1,17,2017-03-24,6.14,14,267
17651874,ARCHITECT´S Delight downtown BCN Raval,5144517,Fernando,Ciutat Vella,el Raval,41.37593566408696,2.1735107773780604,Entire home/apt,133,4,0,,,3,152
16750122,Central BlueRoom & free Breakfast L,54082387,Ferran,Ciutat Vella,el Raval,41.37646221591207,2.168754125829038,Private room,11,1,12,2017-03-31,4.24,14,344
4212985,Apartment Ramblas 6 - Palou Suites,21825503,Palou Suites,Ciutat Vella,el Raval,41.37791377576866,2.1739467667507033,Entire home/apt,99,2,21,2017-03-19,1.08,26,153
9688685,Apartment in Barcelona,50041968,Susanna,Ciutat Vella,el Raval,41.37934775722719,2.168108775617376,Entire home/apt,70,7,1,2016-01-09,0.07,1,0
12029031,SUIT ROOM IN A BRAND NEW LOFT,11987687,Guille,Ciutat Vella,el Raval,41.37860304378665,2.17179736681937,Private room,80,1,17,2017-04-02,1.70,2,172
1242257,"Center, Private bath & 20m2 terrace on top floor",6771166,Andi,Ciutat Vella,el Raval,41.376733983908245,2.175642867973158,Private room,68,2,52,2017-03-02,1.17,1,131
17991320,Amazing holidays need an amazing flat,13856967,Gustavo,Ciutat Vella,el Raval,41.37957438678976,2.170590427679839,Private room,120,3,0,,,1,65
16116133,Standard 2 bedroom + 2 bathroom terrace,104876399,Charmsuites,Ciutat Vella,el Raval,41.375564557179715,2.169734761877287,Entire home/apt,125,1,0,,,11,311
11017606,Las Ramblas - New Doble Queen Room,23419183,Claudio,Ciutat Vella,el Raval,41.378179910402984,2.1747637829780238,Private room,35,1,0,,,1,0
4208225,Apartment Ramblas 2 - Palou Suites,21825503,Palou Suites,Ciutat Vella,el Raval,41.377411534318526,2.1742085855481528,Entire home/apt,99,2,10,2017-03-23,0.48,26,177
14257497,Cosy double room in city centre!,45055493,Hazel,Ciutat Vella,el Raval,41.37637824415386,2.1734353156107575,Private room,37,2,30,2017-03-31,3.77,1,31
6746466,Gran habitació a 2min. de Rambles!,35322122,David,Ciutat Vella,el Raval,41.37858127890523,2.1751240879241975,Private room,40,1,22,2016-08-09,1.01,1,97
3720029,Nice double room next to Ramblas and the Beach!!,17495632,Carlos & Iris,Ciutat Vella,el Raval,41.378007054340344,2.1746705653581033,Private room,36,6,41,2016-10-30,1.27,2,7
4714509,Cozy Suite at the City Center,15563421,Kat&,Ciutat Vella,el Raval,41.3825433139979,2.1678932429375686,Private room,74,2,47,2017-03-19,1.84,2,46
3770187,Stylish Flat in Barcelona Center 2!,19285954,Alberto,Ciutat Vella,el Raval,41.3820954935644,2.1648509698527483,Entire home/apt,75,2,121,2017-03-20,3.75,3,214
